BytesProcessados,L_Barra_Janela,L_Barra_Acumulado,L_Barra_Teorico,H_0,H_1,SmoothedBPS,BitsNaJanela,ThresholdBPS,ResetFlag,ResetCount
1535000,2.1968,2.86242,2.86243,3.68428,3.21737,2.34717,10984,3.61742,0,0
1540000,2.2416,2.86041,2.86041,3.68428,3.21737,2.3155,11208,3.52076,0,0
1545000,2.232,2.85837,2.85837,3.68428,3.21737,2.29045,11160,3.47325,0,0
1550000,2.2192,2.85631,2.85631,3.68428,3.21737,2.26907,11096,3.43567,0,0
1555000,2.2304,2.8543,2.8543,3.68428,3.21737,2.25747,11152,3.40361,0,0
1560000,2.1888,2.85216,2.85217,3.68428,3.21737,2.23687,10944,3.38621,0,0
1565000,2.1776,2.85001,2.85001,3.68428,3.21737,2.21909,10888,3.35531,0,0
1570000,2.112,2.84766,2.84766,3.68428,3.21737,2.18696,10560,3.32863,0,0
1575000,2.232,2.8457,2.84571,3.68428,3.21737,2.20047,11160,3.28044,0,0
1580000,2.1168,2.8434,2.8434,3.68428,3.21737,2.17537,10584,3.30071,0,0
1585000,0.832,2.83705,2.83705,3.68428,3.21737,1.77236,4160,3.26306,0,0
1590000,1.8032,2.8338,2.83381,3.68428,3.21737,1.78161,9016,2.65854,0,0
1595000,1.9744,2.83111,2.83111,3.68428,3.21737,1.83945,9872,2.67242,0,0
1600000,2.1744,2.82905,2.82906,3.68428,3.21737,1.93993,10872,2.75917,0,0
1605000,2.2688,2.82731,2.82731,3.68428,3.21737,2.03859,11344,2.9099,0,0
1610000,2.3744,2.8259,2.82591,3.68428,3.21737,2.13934,11872,3.05789,0,0
1615000,2.264,2.82416,2.82416,3.68428,3.21737,2.17673,11320,3.209,0,0
1620000,2.216,2.82229,2.82229,3.68428,3.21737,2.18851,11080,3.2651,0,0
1625000,2.2496,2.82052,2.82053,3.68428,3.21737,2.20684,11248,3.28277,0,0
1630000,2.208,2.81865,2.81865,3.68428,3.21737,2.20719,11040,3.31026,0,0
1635000,2.2016,2.81676,2.81676,3.68428,3.21737,2.20551,11008,3.31078,0,0
1640000,2.184,2.81483,2.81484,3.68428,3.21737,2.19906,10920,3.30827,0,0
1645000,2.192,2.81294,2.81294,3.68428,3.21737,2.19694,10960,3.29859,0,0
1650000,2.2112,2.81111,2.81112,3.68428,3.21737,2.20122,11056,3.29541,0,0
1655000,2.1712,2.80918,2.80918,3.68428,3.21737,2.19221,10856,3.30183,0,0
1660000,2.1936,2.80733,2.80733,3.68428,3.21737,2.19263,10968,3.28832,0,0
1665000,2.1936,2.80548,2.80548,3.68428,3.21737,2.19292,10968,3.28894,0,0
1670000,2.1936,2.80365,2.80365,3.68428,3.21737,2.19312,10968,3.28938,0,0
1675000,2.224,2.80192,2.80192,3.68428,3.21737,2.20239,11120,3.28969,0,0
1680000,2.16,2.80001,2.80001,3.68428,3.21737,2.18967,10800,3.30358,0,0
1685000,2.1552,2.7981,2.7981,3.68428,3.21737,2.17933,10776,3.28451,0,0
1690000,2.1664,2.79623,2.79623,3.68428,3.21737,2.17545,10832,3.26899,0,0
1695000,2.36,2.79494,2.79494,3.68428,3.21737,2.23082,11800,3.26318,0,0
1700000,2.7808,2.7949,2.7949,3.68428,3.21737,2.39581,13904,3.34622,0,0
1705000,2.9248,2.79528,2.79528,3.68428,3.21737,2.55451,14624,3.59372,0,0
1710000,3.0704,2.79608,2.79609,3.68428,3.21737,2.70928,15352,3.83176,0,0
1715000,3.1536,2.79713,2.79713,3.68428,3.21737,2.84257,15768,4.06391,0,0
1720000,3.1888,2.79827,2.79827,3.68428,3.21737,2.94644,15944,4.26386,0,0
1725000,3.2016,2.79943,2.79944,3.68428,3.21737,3.02299,16008,4.41966,0,0
1730000,3.2032,2.8006,2.8006,3.68428,3.21737,3.07705,16016,4.53448,0,0
1735000,3.248,2.80189,2.80189,3.68428,3.21737,3.12834,16240,4.61558,0,0
1740000,3.2976,2.80331,2.80332,3.68428,3.21737,3.17912,16488,4.6925,0,0
1745000,3.288,2.8047,2.8047,3.68428,3.21737,3.21178,16440,4.76867,0,0
1750000,3.3248,2.80619,2.80619,3.68428,3.21737,3.24569,16624,4.81767,0,0
1755000,3.3888,2.80785,2.80785,3.68428,3.21737,3.28862,16944,4.86853,0,0
1760000,3.432,2.80962,2.80963,3.68428,3.21737,3.33163,17160,4.93293,0,0
1765000,3.4064,2.81131,2.81132,3.68428,3.21737,3.35406,17032,4.99745,0,0
1770000,3.344,2.81282,2.81282,3.68428,3.21737,3.35104,16720,5.0311,0,0
1775000,3.4112,2.8145,2.81451,3.68428,3.21737,3.36909,17056,5.02657,0,0
1780000,3.3984,2.81614,2.81615,3.68428,3.21737,3.37788,16992,5.05364,0,0
1785000,3.3664,2.81769,2.81769,3.68428,3.21737,3.37444,16832,5.06683,0,0
1790000,3.3696,2.81923,2.81923,3.68428,3.21737,3.37299,16848,5.06166,0,0
1795000,3.4784,2.82106,2.82106,3.68428,3.21737,3.40461,17392,5.05948,0,0
1800000,3.4368,2.82277,2.82277,3.68428,3.21737,3.41427,17184,5.10692,0,0
1805000,3.3984,2.82437,2.82437,3.68428,3.21737,3.40951,16992,5.1214,0,0
1810000,3.3872,2.82592,2.82593,3.68428,3.21737,3.40282,16936,5.11426,0,0
1815000,3.3632,2.8274,2.8274,3.68428,3.21737,3.39093,16816,5.10422,0,0
1820000,3.3472,2.82883,2.82883,3.68428,3.21737,3.37781,16736,5.0864,0,0
1825000,3.3744,2.83033,2.83033,3.68428,3.21737,3.37679,16872,5.06672,0,0
1830000,3.3952,2.83187,2.83187,3.68428,3.21737,3.38231,16976,5.06518,0,0
1835000,3.3776,2.83336,2.83336,3.68428,3.21737,3.3809,16888,5.07347,0,0
1840000,3.432,2.83498,2.83499,3.68428,3.21737,3.39623,17160,5.07135,0,0
1845000,3.4784,2.83673,2.83673,3.68428,3.21737,3.42088,17392,5.09434,0,0
1850000,3.4304,2.83833,2.83833,3.68428,3.21737,3.42374,17152,5.13132,0,0
1855000,3.336,2.83967,2.83968,3.68428,3.21737,3.39742,16680,5.1356,0,0
1860000,3.4752,2.84138,2.84138,3.68428,3.21737,3.42075,17376,5.09612,0,0
1865000,3.5296,2.84323,2.84323,3.68428,3.21737,3.45341,17648,5.13113,0,0
1870000,3.5168,2.84503,2.84503,3.68428,3.21737,3.47242,17584,5.18011,0,0
1875000,3.448,2.84663,2.84664,3.68428,3.21737,3.4651,17240,5.20864,0,0
1880000,3.4448,2.84823,2.84823,3.68428,3.21737,3.45901,17224,5.19765,0,0
1885000,3.368,2.8496,2.8496,3.68428,3.21737,3.43171,16840,5.18851,0,0
1890000,3.384,2.85102,2.85102,3.68428,3.21737,3.41739,16920,5.14756,0,0
1895000,3.3888,2.85244,2.85244,3.68428,3.21737,3.40882,16944,5.12609,0,0
1900000,3.3824,2.85383,2.85384,3.68428,3.21737,3.40089,16912,5.11322,0,0
1905000,3.3408,2.85511,2.85511,3.68428,3.21737,3.38286,16704,5.10134,0,0
1910000,3.3232,2.85634,2.85634,3.68428,3.21737,3.36496,16616,5.0743,0,0
1915000,3.3424,2.8576,2.85761,3.68428,3.21737,3.3582,16712,5.04745,0,0
1920000,3.3936,2.859,2.859,3.68428,3.21737,3.36882,16968,5.03729,0,0
1925000,3.5104,2.86069,2.86069,3.68428,3.21737,3.41129,17552,5.05322,0,0
1930000,3.5264,2.86242,2.86242,3.68428,3.21737,3.44582,17632,5.11694,0,0
1935000,3.3392,2.86365,2.86365,3.68428,3.21737,3.41384,16696,5.16874,0,0
1940000,3.3232,2.86483,2.86484,3.68428,3.21737,3.38665,16616,5.12076,0,0
1945000,3.3856,2.86617,2.86618,3.68428,3.21737,3.38633,16928,5.07997,0,0
1950000,3.3936,2.86752,2.86753,3.68428,3.21737,3.38851,16968,5.0795,0,0
1955000,3.4048,2.8689,2.8689,3.68428,3.21737,3.3934,17024,5.08277,0,0
1960000,3.4416,2.87036,2.87036,3.68428,3.21737,3.40786,17208,5.0901,0,0
1965000,3.504,2.87197,2.87197,3.68428,3.21737,3.4367,17520,5.11179,0,0
1970000,3.5792,2.87377,2.87377,3.68428,3.21737,3.47945,17896,5.15505,0,0
1975000,3.5856,2.87557,2.87557,3.68428,3.21737,3.5113,17928,5.21918,0,0
1980000,3.5488,2.87727,2.87727,3.68428,3.21737,3.52255,17744,5.26694,0,0
1985000,3.544,2.87895,2.87895,3.68428,3.21737,3.52898,17720,5.28382,0,0
1990000,3.5888,2.88073,2.88074,3.68428,3.21737,3.54693,17944,5.29347,0,0
1995000,3.5552,2.88242,2.88243,3.68428,3.21737,3.54941,17776,5.32039,0,0
2000000,3.6592,2.88436,2.88437,3.68428,3.21737,3.58235,18296,5.32411,0,0
2005000,3.656,2.88629,2.88629,3.68428,3.21737,3.60444,18280,5.37352,0,0
2010000,3.7888,2.88853,2.88853,3.68428,3.21737,3.65975,18944,5.40666,0,0
2015000,3.6928,2.89053,2.89053,3.68428,3.21737,3.66966,18464,5.48962,0,0
2020000,3.3712,2.89172,2.89172,3.68428,3.21737,3.58013,16856,5.5045,0,0
2025000,3.008,2.89201,2.89201,3.68428,3.21737,3.40849,15040,5.37019,0,0
2030000,2.9472,2.89214,2.89214,3.68428,3.21737,3.2701,14736,5.11273,0,0
2035000,2.8352,2.892,2.892,3.68428,3.21737,3.13963,14176,4.90515,0,0
2040000,2.3856,2.89076,2.89076,3.68428,3.21737,2.91342,11928,4.70945,0,0
2045000,2.3392,2.88941,2.88942,3.68428,3.21737,2.74116,11696,4.37013,0,0
2050000,2.2896,2.88795,2.88795,3.68428,3.21737,2.60569,11448,4.11173,0,0
2055000,2.272,2.88645,2.88645,3.68428,3.21737,2.50558,11360,3.90853,0,0
2060000,2.2288,2.88485,2.88486,3.68428,3.21737,2.42255,11144,3.75837,0,0
2065000,2.2096,2.88322,2.88322,3.68428,3.21737,2.35866,11048,3.63382,0,0
2070000,2.2336,2.88165,2.88165,3.68428,3.21737,2.32114,11168,3.53799,0,0
2075000,2.2208,2.88006,2.88006,3.68428,3.21737,2.29104,11104,3.48172,0,0
2080000,2.2336,2.8785,2.8785,3.68428,3.21737,2.27381,11168,3.43656,0,0
2085000,2.2016,2.87688,2.87688,3.68428,3.21737,2.25215,11008,3.41071,0,0
2090000,2.1536,2.87515,2.87515,3.68428,3.21737,2.22258,10768,3.37822,0,0
2095000,2.1472,2.87341,2.87342,3.68428,3.21737,2.19997,10736,3.33387,0,0
2100000,2.3152,2.87208,2.87209,3.68428,3.21737,2.23454,11576,3.29995,0,0
2105000,1.736,2.86939,2.86939,3.68428,3.21737,2.08498,8680,3.35181,0,0
2110000,0.7568,2.86438,2.86438,3.68428,3.21737,1.68652,3784,3.12746,0,0
2115000,1.7376,2.86172,2.86172,3.68428,3.21737,1.70185,8688,2.52978,0,0
2120000,1.9904,2.85966,2.85966,3.68428,3.21737,1.78841,9952,2.55277,0,0
2125000,2.192,2.85809,2.85809,3.68428,3.21737,1.90949,10960,2.68262,0,0
2130000,2.3296,2.85685,2.85685,3.68428,3.21737,2.03552,11648,2.86423,0,0
2135000,2.3184,2.85559,2.85559,3.68428,3.21737,2.12039,11592,3.05328,0,0
2140000,2.2736,2.85423,2.85423,3.68428,3.21737,2.16635,11368,3.18058,0,0
2145000,2.2464,2.85281,2.85281,3.68428,3.21737,2.19036,11232,3.24952,0,0
2150000,2.2304,2.85136,2.85136,3.68428,3.21737,2.20238,11152,3.28555,0,0
2155000,2.192,2.84983,2.84984,3.68428,3.21737,2.19926,10960,3.30356,0,0
2160000,2.1632,2.84824,2.84825,3.68428,3.21737,2.18844,10816,3.29889,0,0
2165000,2.2064,2.84676,2.84677,3.68428,3.21737,2.19383,11032,3.28267,0,0
2170000,2.176,2.84522,2.84522,3.68428,3.21737,2.18848,10880,3.29075,0,0
2175000,2.176,2.84368,2.84368,3.68428,3.21737,2.18474,10880,3.28272,0,0
2180000,2.1904,2.84218,2.84218,3.68428,3.21737,2.18644,10952,3.27711,0,0
2185000,2.2224,2.84076,2.84076,3.68428,3.21737,2.19723,11112,3.27965,0,0
2190000,2.2016,2.8393,2.8393,3.68428,3.21737,2.19854,11008,3.29584,0,0
2195000,2.184,2.83781,2.83781,3.68428,3.21737,2.19418,10920,3.29781,0,0
2200000,2.1696,2.83629,2.83629,3.68428,3.21737,2.1868,10848,3.29126,0,0
2205000,2.1632,2.83476,2.83477,3.68428,3.21737,2.17972,10816,3.28021,0,0
2210000,2.4624,2.83392,2.83392,3.68428,3.21737,2.26453,12312,3.26958,0,0
2215000,2.8608,2.83398,2.83398,3.68428,3.21737,2.44341,14304,3.39679,0,0
2220000,3.0272,2.83442,2.83442,3.68428,3.21737,2.61855,15136,3.66511,0,0
2225000,3.104,2.83502,2.83503,3.68428,3.21737,2.76418,15520,3.92782,0,0
2230000,3.1728,2.83578,2.83578,3.68428,3.21737,2.88677,15864,4.14627,0,0
2235000,3.264,2.83674,2.83674,3.68428,3.21737,2.99994,16320,4.33015,0,0
2240000,3.3728,2.83794,2.83794,3.68428,3.21737,3.1118,16864,4.49991,0,0
2245000,3.2848,2.83893,2.83893,3.68428,3.21737,3.1637,16424,4.66769,0,0
2250000,3.2832,2.83992,2.83992,3.68428,3.21737,3.19955,16416,4.74555,0,0
2255000,3.2448,2.84082,2.84082,3.68428,3.21737,3.21312,16224,4.79932,0,0
2260000,3.3056,2.84184,2.84185,3.68428,3.21737,3.24087,16528,4.81969,0,0
2265000,3.2928,2.84284,2.84284,3.68428,3.21737,3.25645,16464,4.8613,0,0
2270000,3.3312,2.84392,2.84392,3.68428,3.21737,3.27887,16656,4.88467,0,0
2275000,3.3616,2.84505,2.84506,3.68428,3.21737,3.30369,16808,4.91831,0,0
2280000,3.3536,2.84617,2.84617,3.68428,3.21737,3.31866,16768,4.95554,0,0
2285000,3.336,2.84724,2.84724,3.68428,3.21737,3.32386,16680,4.978,0,0
2290000,3.3376,2.84831,2.84831,3.68428,3.21737,3.32799,16688,4.9858,0,0
2295000,3.3152,2.84933,2.84933,3.68428,3.21737,3.32415,16576,4.99198,0,0
2300000,3.3184,2.85035,2.85035,3.68428,3.21737,3.32242,16592,4.98622,0,0
2305000,3.3552,2.85144,2.85144,3.68428,3.21737,3.33226,16776,4.98364,0,0
2310000,3.472,2.85279,2.85279,3.68428,3.21737,3.37418,17360,4.99839,0,0
2315000,3.5024,2.85419,2.85419,3.68428,3.21737,3.41265,17512,5.06127,0,0
2320000,3.3776,2.85532,2.85532,3.68428,3.21737,3.40213,16888,5.11897,0,0
2325000,3.344,2.85637,2.85637,3.68428,3.21737,3.38469,16720,5.1032,0,0
2330000,3.3312,2.85739,2.85739,3.68428,3.21737,3.36864,16656,5.07704,0,0
2335000,3.3728,2.85849,2.85849,3.68428,3.21737,3.36989,16864,5.05297,0,0
2340000,3.3552,2.85955,2.85955,3.68428,3.21737,3.36548,16776,5.05484,0,0
2345000,3.2208,2.86032,2.86032,3.68428,3.21737,3.32208,16104,5.04823,0,0
2350000,3.3456,2.86135,2.86136,3.68428,3.21737,3.32914,16728,4.98312,0,0
2355000,3.3984,2.8625,2.8625,3.68428,3.21737,3.34991,16992,4.9937,0,0
2360000,3.4128,2.86366,2.86366,3.68428,3.21737,3.36878,17064,5.02487,0,0
2365000,3.3984,2.86479,2.8648,3.68428,3.21737,3.37767,16992,5.05317,0,0
2370000,3.4208,2.86596,2.86597,3.68428,3.21737,3.39061,17104,5.0665,0,0
2375000,3.376,2.86704,2.86704,3.68428,3.21737,3.38622,16880,5.08591,0,0
2380000,3.3296,2.86801,2.86801,3.68428,3.21737,3.36924,16648,5.07934,0,0
2385000,3.2928,2.8689,2.8689,3.68428,3.21737,3.34631,16464,5.05386,0,0
2390000,3.296,2.86979,2.8698,3.68428,3.21737,3.33121,16480,5.01946,0,0
2395000,3.416,2.87093,2.87094,3.68428,3.21737,3.35665,17080,4.99682,0,0
2400000,3.4352,2.87211,2.87211,3.68428,3.21737,3.38021,17176,5.03497,0,0
2405000,3.3024,2.873,2.87301,3.68428,3.21737,3.35687,16512,5.07032,0,0
2410000,3.3344,2.87396,2.87397,3.68428,3.21737,3.35013,16672,5.03531,0,0
2415000,3.3408,2.87493,2.87493,3.68428,3.21737,3.34733,16704,5.02519,0,0
2420000,3.2976,2.8758,2.8758,3.68428,3.21737,3.33241,16488,5.021,0,0
2425000,3.2944,2.87666,2.87667,3.68428,3.21737,3.32101,16472,4.99862,0,0
2430000,3.1824,2.87729,2.87729,3.68428,3.21737,3.27943,15912,4.98151,0,0
2435000,3.2192,2.878,2.878,3.68428,3.21737,3.26136,16096,4.91914,0,0
2440000,3.2832,2.87883,2.87883,3.68428,3.21737,3.26791,16416,4.89204,0,0
2445000,3.3072,2.8797,2.8797,3.68428,3.21737,3.2797,16536,4.90187,0,0
2450000,3.264,2.88049,2.88049,3.68428,3.21737,3.27499,16320,4.91955,0,0
2455000,3.2048,2.88115,2.88115,3.68428,3.21737,3.25393,16024,4.91248,0,0
2460000,3.288,2.88197,2.88198,3.68428,3.21737,3.26415,16440,4.8809,0,0
2465000,3.4032,2.88303,2.88303,3.68428,3.21737,3.30587,17016,4.89623,0,0
2470000,3.432,2.88414,2.88414,3.68428,3.21737,3.34371,17160,4.9588,0,0
2475000,3.3392,2.88506,2.88506,3.68428,3.21737,3.34235,16696,5.01556,0,0
2480000,3.4048,2.88611,2.88611,3.68428,3.21737,3.36109,17024,5.01353,0,0
2485000,3.4928,2.88733,2.88733,3.68428,3.21737,3.4006,17464,5.04163,0,0
2490000,3.448,2.88846,2.88846,3.68428,3.21737,3.41482,17240,5.1009,0,0
2495000,3.4752,2.88963,2.88964,3.68428,3.21737,3.43293,17376,5.12223,0,0
2500000,3.4496,2.89075,2.89075,3.68428,3.21737,3.43793,17248,5.1494,0,0
2505000,3.432,2.89183,2.89184,3.68428,3.21737,3.43615,17160,5.1569,0,0
2510000,3.5184,2.89308,2.89308,3.68428,3.21737,3.46083,17592,5.15423,0,0
2515000,3.5104,2.89431,2.89431,3.68428,3.21737,3.4757,17552,5.19124,0,0
2520000,3.6112,2.89573,2.89573,3.68428,3.21737,3.51635,18056,5.21355,0,0
2525000,3.6448,2.89721,2.89722,3.68428,3.21737,3.55488,18224,5.27452,0,0
2530000,3.696,2.89879,2.89879,3.68428,3.21737,3.59722,18480,5.33233,0,0
2535000,3.6272,2.90023,2.90023,3.68428,3.21737,3.60621,18136,5.39583,0,0
2540000,3.5424,2.90149,2.90149,3.68428,3.21737,3.58707,17712,5.40932,0,0
2545000,3.52,2.90271,2.90271,3.68428,3.21737,3.56695,17600,5.3806,0,0
2550000,3.4592,2.9038,2.9038,3.68428,3.21737,3.53462,17296,5.35042,0,0
2555000,3.048,2.90408,2.90408,3.68428,3.21737,3.38864,15240,5.30194,0,0
2560000,2.9856,2.90424,2.90424,3.68428,3.21737,3.26773,14928,5.08296,0,0
2565000,2.8432,2.90412,2.90412,3.68428,3.21737,3.14037,14216,4.90159,0,0
2570000,2.4,2.90314,2.90314,3.68428,3.21737,2.91826,12000,4.71055,0,0
2575000,2.2832,2.90194,2.90194,3.68428,3.21737,2.72774,11416,4.37739,0,0
2580000,2.2768,2.90073,2.90073,3.68428,3.21737,2.59246,11384,4.09161,0,0
2585000,2.2672,2.8995,2.8995,3.68428,3.21737,2.49488,11336,3.88869,0,0
2590000,2.2608,2.89827,2.89827,3.68428,3.21737,2.42466,11304,3.74232,0,0
2595000,2.2624,2.89704,2.89704,3.68428,3.21737,2.37598,11312,3.63698,0,0
2600000,2.2256,2.89575,2.89575,3.68428,3.21737,2.33087,11128,3.56397,0,0
2605000,2.2416,2.8945,2.8945,3.68428,3.21737,2.30409,11208,3.4963,0,0
2610000,2.208,2.89318,2.89318,3.68428,3.21737,2.27526,11040,3.45613,0,0
2615000,2.1648,2.89179,2.89179,3.68428,3.21737,2.24212,10824,3.41289,0,0
2620000,2.1504,2.89037,2.89037,3.68428,3.21737,2.21461,10752,3.36318,0,0
2625000,2.3552,2.88935,2.88936,3.68428,3.21737,2.25678,11776,3.32191,0,0
2630000,1.3856,2.88649,2.8865,3.68428,3.21737,1.99543,6928,3.38518,0,0
2635000,0.664,2.88228,2.88228,3.68428,3.21737,1.596,3320,2.99314,0,0
2640000,1.808,2.88024,2.88024,3.68428,3.21737,1.6596,9040,2.394,0,0
2645000,2.0176,2.87861,2.87861,3.68428,3.21737,1.767,10088,2.4894,0,0
2650000,2.2416,2.87741,2.87741,3.68428,3.21737,1.90938,11208,2.6505,0,0
2655000,2.384,2.87648,2.87648,3.68428,3.21737,2.05177,11920,2.86407,0,0
2660000,2.2736,2.87535,2.87535,3.68428,3.21737,2.11832,11368,3.07765,0,0
2665000,2.2608,2.87419,2.8742,3.68428,3.21737,2.16106,11304,3.17747,0,0
2670000,2.232,2.87299,2.87299,3.68428,3.21737,2.18234,11160,3.24159,0,0
2675000,2.2224,2.87178,2.87178,3.68428,3.21737,2.19436,11112,3.27351,0,0
2680000,2.192,2.87051,2.87051,3.68428,3.21737,2.19365,10960,3.29154,0,0
2685000,2.1872,2.86924,2.86924,3.68428,3.21737,2.19172,10936,3.29048,0,0
2690000,2.2128,2.86801,2.86802,3.68428,3.21737,2.19804,11064,3.28757,0,0
2695000,2.2352,2.86684,2.86684,3.68428,3.21737,2.20919,11176,3.29706,0,0
2700000,2.2304,2.86566,2.86567,3.68428,3.21737,2.21555,11152,3.31378,0,0
2705000,2.2208,2.86447,2.86447,3.68428,3.21737,2.21713,11104,3.32333,0,0
2710000,2.2224,2.86329,2.86329,3.68428,3.21737,2.21871,11112,3.32569,0,0
2715000,2.168,2.86201,2.86201,3.68428,3.21737,2.2035,10840,3.32806,0,0
2720000,2.208,2.8608,2.86081,3.68428,3.21737,2.20485,11040,3.30524,0,0
2725000,2.2736,2.85973,2.85973,3.68428,3.21737,2.22547,11368,3.30727,0,0
2730000,2.7856,2.85959,2.85959,3.68428,3.21737,2.39351,13928,3.33821,0,0
2735000,3.0512,2.85994,2.85994,3.68428,3.21737,2.59082,15256,3.59027,0,0
2740000,3.1184,2.86041,2.86041,3.68428,3.21737,2.74909,15592,3.88623,0,0
2745000,3.1872,2.86101,2.86101,3.68428,3.21737,2.88052,15936,4.12364,0,0
2750000,3.2976,2.8618,2.8618,3.68428,3.21737,3.00565,16488,4.32079,0,0
2755000,3.3632,2.86271,2.86271,3.68428,3.21737,3.11291,16816,4.50847,0,0
2760000,3.3376,2.86357,2.86357,3.68428,3.21737,3.18032,16688,4.66937,0,0
2765000,3.2912,2.86434,2.86435,3.68428,3.21737,3.21358,16456,4.77048,0,0
2770000,3.2864,2.86511,2.86511,3.68428,3.21737,3.23543,16432,4.82038,0,0
2775000,3.3632,2.866,2.86601,3.68428,3.21737,3.27376,16816,4.85314,0,0
2780000,3.32,2.86682,2.86682,3.68428,3.21737,3.28763,16600,4.91064,0,0
2785000,3.3568,2.8677,2.8677,3.68428,3.21737,3.30838,16784,4.93145,0,0
2790000,3.28,2.86844,2.86844,3.68428,3.21737,3.29987,16400,4.96257,0,0
2795000,3.2096,2.86905,2.86905,3.68428,3.21737,3.27279,16048,4.9498,0,0
2800000,3.3024,2.86982,2.86983,3.68428,3.21737,3.28167,16512,4.90918,0,0
2805000,3.3168,2.87062,2.87062,3.68428,3.21737,3.29221,16584,4.92251,0,0
2810000,3.3248,2.87143,2.87143,3.68428,3.21737,3.30199,16624,4.93831,0,0
2815000,3.3248,2.87223,2.87224,3.68428,3.21737,3.30883,16624,4.95298,0,0
2820000,3.4,2.87317,2.87317,3.68428,3.21737,3.33618,17000,4.96325,0,0
2825000,3.384,2.87407,2.87407,3.68428,3.21737,3.35053,16920,5.00427,0,0
2830000,3.3824,2.87497,2.87497,3.68428,3.21737,3.36009,16912,5.02579,0,0
2835000,3.3184,2.87575,2.87576,3.68428,3.21737,3.34758,16592,5.04013,0,0
2840000,3.376,2.87663,2.87664,3.68428,3.21737,3.35611,16880,5.02137,0,0
2845000,3.3168,2.87741,2.87741,3.68428,3.21737,3.34432,16584,5.03416,0,0
2850000,3.3296,2.8782,2.8782,3.68428,3.21737,3.3399,16648,5.01647,0,0
2855000,3.3008,2.87894,2.87894,3.68428,3.21737,3.32817,16504,5.00985,0,0
2860000,3.3248,2.87972,2.87972,3.68428,3.21737,3.32716,16624,4.99226,0,0
2865000,3.3456,2.88053,2.88053,3.68428,3.21737,3.33269,16728,4.99074,0,0
2870000,3.3248,2.88131,2.88131,3.68428,3.21737,3.33032,16624,4.99904,0,0
2875000,3.2528,2.88195,2.88196,3.68428,3.21737,3.30707,16264,4.99549,0,0
2880000,3.24,2.88258,2.88258,3.68428,3.21737,3.28695,16200,4.9606,0,0
2885000,3.2848,2.88327,2.88327,3.68428,3.21737,3.2863,16424,4.93042,0,0
2890000,3.2848,2.88397,2.88397,3.68428,3.21737,3.28585,16424,4.92945,0,0
2895000,3.2432,2.88459,2.88459,3.68428,3.21737,3.27306,16216,4.92878,0,0
2900000,3.2304,2.88518,2.88518,3.68428,3.21737,3.26026,16152,4.90958,0,0
2905000,3.2304,2.88578,2.88578,3.68428,3.21737,3.2513,16152,4.89039,0,0
2910000,3.2304,2.88637,2.88637,3.68428,3.21737,3.24503,16152,4.87695,0,0
2915000,3.2144,2.88693,2.88694,3.68428,3.21737,3.23584,16072,4.86755,0,0
2920000,3.16,2.8874,2.8874,3.68428,3.21737,3.21309,15800,4.85376,0,0
2925000,3.1792,2.8879,2.8879,3.68428,3.21737,3.20292,15896,4.81963,0,0
2930000,3.2144,2.88846,2.88846,3.68428,3.21737,3.20637,16072,4.80438,0,0
2935000,3.2416,2.88906,2.88906,3.68428,3.21737,3.21694,16208,4.80955,0,0
2940000,3.1872,2.88956,2.88957,3.68428,3.21737,3.20802,15936,4.8254,0,0
2945000,3.1664,2.89003,2.89004,3.68428,3.21737,3.19553,15832,4.81202,0,0
2950000,3.1936,2.89055,2.89055,3.68428,3.21737,3.19495,15968,4.7933,0,0
2955000,3.2016,2.89108,2.89108,3.68428,3.21737,3.19695,16008,4.79243,0,0
2960000,3.0432,2.89133,2.89134,3.68428,3.21737,3.15082,15216,4.79542,0,0
2965000,3.0784,2.89165,2.89165,3.68428,3.21737,3.1291,15392,4.72623,0,0
2970000,3.2144,2.89219,2.89219,3.68428,3.21737,3.15469,16072,4.69364,0,0
2975000,3.3056,2.89289,2.89289,3.68428,3.21737,3.19996,16528,4.73203,0,0
2980000,3.3392,2.89363,2.89364,3.68428,3.21737,3.24173,16696,4.79994,0,0
2985000,3.352,2.8944,2.8944,3.68428,3.21737,3.27481,16760,4.8626,0,0
2990000,3.4352,2.89531,2.89531,3.68428,3.21737,3.32293,17176,4.91222,0,0
2995000,3.4448,2.89622,2.89623,3.68428,3.21737,3.35949,17224,4.98439,0,0
3000000,3.3664,2.89701,2.89701,3.68428,3.21737,3.36156,16832,5.03924,0,0
3005000,3.2448,2.89759,2.89759,3.68428,3.21737,3.32653,16224,5.04234,0,0
3010000,3.3168,2.89828,2.89828,3.68428,3.21737,3.32361,16584,4.9898,0,0
3015000,3.3648,2.89906,2.89906,3.68428,3.21737,3.33597,16824,4.98542,0,0
3020000,3.3952,2.89988,2.89988,3.68428,3.21737,3.35374,16976,5.00395,0,0
3025000,3.392,2.90069,2.90069,3.68428,3.21737,3.36522,16960,5.03061,0,0
3030000,3.5248,2.90172,2.90172,3.68428,3.21737,3.41309,17624,5.04783,0,0
3035000,3.632,2.90292,2.90293,3.68428,3.21737,3.47876,18160,5.11964,0,0
3040000,3.6976,2.90423,2.90423,3.68428,3.21737,3.54442,18488,5.21815,0,0
3045000,3.6432,2.90544,2.90545,3.68428,3.21737,3.57405,18216,5.31662,0,0
3050000,3.5328,2.90647,2.90648,3.68428,3.21737,3.56168,17664,5.36108,0,0
